client_id,signup_date,age_band,gender,sector,employer_size,role_level,language,region,primary_theme,secondary_theme,idiosyncratic_needs,desired_coach_characteristics,wsp_directive_exploratory,wsp_structured_flexible,wsp_challenging_supportive,pers_open,pers_consc,pers_extra,pers_agree,pers_neuro,urgency,intake_narrative
K01970,2025-08-08,35-44,M,zorg,small,manager,nl,Limburg,communicatie,,listening|difficult-conversations|nonviolent-communication|feedback-skills,style:experienced|style:structured|style:challenging,0.8652,0.6083,0.3266,0.6307,0.7321,0.4283,0.6504,0.3962,high,Als manager merk ik dat lastige gesprekken mij veel energie kosten en ik wil beter leren luisteren zonder meteen op te lossen. Ik wil meer verbinding en minder misverstanden in mijn team.
K01971,2025-01-09,45-54,F,transport_logistics,medium,manager,nl,Utrecht,zelfvertrouwen,leiderschap,alignment|speaking-up,want:collaboration|want:confidence,0.3308,0.429,0.6751,0.4638,0.3058,0.7302,0.5301,0.6305,high,"Ik heb de capaciteiten voor leiderschap, maar twijfel nog te veel aan mezelf en durf niet altijd mijn stem te laten horen waar het telt. Nu is het moment om dat te veranderen."
K01972,2025-11-23,45-54,M,transport_logistics,large,employee,nl,Noord-Holland,leiderschap,,decision-making|difficult-conversations,want:leadership_dev|want:communication,0.1241,0.1976,0.3361,0.4365,0.2863,0.3927,0.2802,0.6097,med,Ik sta voor moeilijke keuzes op mijn werk en heb moeite met gesprekken die ongemakkelijk aanvoelen. Ik wil meer zelfverzekerdheid en helderheid om beter leiding te geven aan mezelf.
K01973,2025-11-12,45-54,F,tech,large,director,nl,Flevoland,zelfonderzoek,stress,value-alignment|perfectionism|pattern-awareness,style:same-sector|want:stress_resilience|style:experienced,0.5022,0.4587,0.3733,0.8788,0.4553,0.2953,0.7795,0.3872,high,De stress bouwt op en ik zie dat mijn perfectionism en bepaalde patronen mij in een wurggreep houden. Ik wil echt onderzoeken waar ik voor sta en wat ik anders kan doen.
K01974,2025-05-22,25-34,M,transport_logistics,large,employee,nl,Noord-Holland,balans werk/prive,,boundary-setting|time-management,want:balance|style:experienced,0.4268,0.5752,0.4174,0.9377,0.8067,0.4382,0.9458,0.4465,high,Mijn werk vult alles op en ik verlies mezelf erin; grenzen stellen lukt me niet. Ik wil terug naar een ritme waar ik ook ruimte voor mezelf heb.
K01975,2025-09-05,55-64,M,insurance_finance,medium,employee,nl,Zuid-Holland,balans werk/prive,,time-management|energy-management|boundary-setting|role-conflict,want:assertiveness|want:stress_resilience,0.4391,0.1577,0.7826,0.7173,0.6733,0.9055,0.5607,0.4058,high,"Ik zit in een spagaat tussen werk en privé, mijn energie is op en ik weet niet hoe ik dit anders moet organiseren. Nu is het moment om echt iets aan deze situatie te doen."
K01976,2025-02-17,25-34,F,insurance_finance,large,employee,nl,Noord-Holland,zelfvertrouwen,balans werk/prive,time-management|self-worth|visibility,style:structured|style:same-sector,0.2998,0.4474,0.5178,0.2813,0.6129,0.4618,0.2964,0.4349,med,"Ik voel me onzichtbaar en twijfel aan mijn waarde, vooral omdat mijn tijd en energie steeds door werk worden opgeslokt. Ik wil zichtbaarder worden en beter voor mezelf zorgen."
K01977,2025-07-22,35-44,M,insurance_finance,large,employee,nl|other,Zuid-Holland,communicatie,zelfonderzoek,emotion-awareness|nonviolent-communication|identity-clarity|feedback-skills,style:flexible|style:directive|want:self_insight,0.7815,0.6166,0.5756,0.4376,0.4349,0.1133,0.1643,0.3162,med,Ik merk dat mijn gevoelens de baas over me zijn in gesprekken en ik weet niet goed wie ik eigenlijk ben in mijn communicatie. Ik wil meer bewustzijn en regie krijgen.
K01978,2025-07-03,55-64,M,public,large,employee,nl,Noord-Holland,leiderschap,persoonlijk leiderschap,decision-making|ownership-taking|value-alignment,want:leadership_dev|style:supportive,0.5368,0.5094,0.4173,0.1205,0.3949,0.5807,0.2283,0.3787,med,"Ik neem veel op me, maar ben niet altijd duidelijk wat mijn waarden zijn en wat ik echt wil. Ik wil als leider van mezelf meer alignment voelen en beter besluiten nemen."
K01979,2025-11-06,25-34,F,transport_logistics,medium,employee,nl,Zeeland,persoonlijk leiderschap,stress,workload-negotiation|energy-management,want:balance|style:same-sector,0.5114,0.6682,0.5887,0.676,0.1926,0.4733,0.4684,0.7208,low,Mijn werkdruk groeit en mijn energie loopt leeg; ik wil leren beter te onderhandelen over wat ik aankan. Dit helpt me duurzaam in mijn rol blijven.
K01980,2025-01-10,25-34,F,professional_services,medium,employee,nl,Gelderland,stress,,perfectionism|boundary-setting|saying-no|workload-negotiation,style:experienced|style:challenging,0.1819,0.6088,0.2815,0.6048,0.3735,0.7243,0.8919,0.7291,high,"Ik ben perfectionistisch, zeg zelden nee en ben nu echt uitgeput; dit kan zo niet langer. Ik wil leren grenzen te stellen en selectiever te zijn in wat ik op me neem."
K01981,2025-05-23,35-44,F,insurance_finance,small,director,nl,Zuid-Holland,communicatie,,nonviolent-communication|listening|feedback-skills,style:supportive|want:communication,0.1179,0.1611,0.2483,0.4986,0.5999,0.7465,0.2967,0.8096,med,In mijn rol als director merk ik dat mijn communicatie impact mist en gesprekken voelen oppervlakkig aan. Ik wil meer diepte en authentieke verbinding bereiken.
K01982,2025-10-01,35-44,F,professional_services,small,manager,nl|en,Zuid-Holland,balans werk/prive,zelfvertrouwen,time-management|self-worth,want:balance|want:confidence,0.4318,0.3132,0.3775,0.2794,0.8535,0.6556,0.306,0.851,med,Ik balanceer slecht tussen werk en privé en voel me onzeker over mijn waarde buiten mijn prestaties. Ik wil meer tijd voor mezelf terugwinnen en sterker in mijn schoenen staan.
K01983,2025-11-11,25-34,F,transport_logistics,large,employee,nl,Limburg,assertiviteit,,saying-no|speaking-up,want:assertiveness|want:stress_resilience,0.8089,0.2428,0.4943,0.5996,0.2232,0.3963,0.63,0.5428,med,"Ik zeg te snel ja, vooral tegen mijn leidinggevende, en durf mijn standpunt niet in te nemen. Ik wil assertiever worden en mijn grenzen echt kunnen verdedigen."
K01984,2025-01-25,45-54,M,public,large,manager,nl,Noord-Holland,loopbaan,,identity-clarity|transition-planning|direction-clarity,want:career_dev|want:self_insight,0.8612,0.6211,0.4007,0.5913,0.4033,0.6023,0.4397,0.7515,med,Ik twijfel over mijn loopbaanrichting en wil duidelijker zien wat mij echt motiveert en wat volgende stap zou kunnen zijn. Ik zoek houvast in mijn keuzes.
K01985,2025-06-13,55-64,M,professional_services,medium,manager,nl|other,Utrecht,stress,zelfvertrouwen,self-worth|calming-techniques|recovery-routines,want:balance|style:challenging,0.5844,0.7435,0.289,0.6231,0.1223,0.2855,0.2491,0.8499,med,De stress en twijfel aan mezelf gaan hand in hand en ik voel me onderuit gehaald. Ik wil mijn zelfwaarde teruggeven en betere tools om bij te komen.
K01986,2025-12-22,35-44,F,zorg,large,manager,nl,Zuid-Holland,stress,loopbaan,boundary-setting|workload-negotiation,want:stress_resilience|want:assertiveness,0.2007,0.5496,0.8207,0.202,0.2547,0.4328,0.3733,0.6136,low,Mijn werk als manager eist veel en ik merk dat ik mijn grenzen niet goed verdedig. Ik wil beter kunnen onderhandelen over wat ik realistisch kan dragen.
K01987,2025-05-25,35-44,F,transport_logistics,small,employee,nl,Zuid-Holland,stress,leiderschap,perfectionism|saying-no|delegation,want:stress_resilience|style:structured,0.3935,0.5154,0.4018,0.6481,0.7195,0.3982,0.2338,0.7107,low,"Ik merk dat mijn perfectionism in een leidinggevende rol me belemmert: ik delegeer niet goed en zeg te vaak ja, wat leidt tot ondercapaciteit in mijn team bij transport & logistics."
K01988,2025-04-15,35-44,M,professional_services,small,employee,nl|en,Utrecht,stress,,perfectionism|recovery-routines,style:supportive|style:flexible,0.461,0.4465,0.8461,0.5905,0.3919,0.3035,0.5973,0.1803,med,Ik ben constant onder spanning door mijn hoge eisen aan mezelf en slaap slecht; ik wil leren hoe ik beter kan herstellen zonder mijn prestaties los te laten.
K01989,2025-01-13,25-34,F,transport_logistics,small,employee,nl,Limburg,loopbaan,,values-mapping|identity-clarity,want:self_insight|style:structured,0.3558,0.3474,0.4477,0.2162,0.6295,0.6586,0.4473,0.8282,high,"Ik voel me onzeker over mijn loopbaanrichting en wil echt begrijpen wat mij drijft en waar ik thuishoor, nu het moment voelt om een bewuste keuze te maken."
K01990,2025-09-11,25-34,F,insurance_finance,medium,manager,nl,Noord-Holland,stress,,boundary-setting|saying-no,want:stress_resilience|want:assertiveness,0.4843,0.0371,0.7545,0.0587,0.7644,0.1712,0.7326,0.3701,high,Als nieuwe manager merk ik dat ik grenzen niet goed stel en alles op mij neem; dit leidt tot overbelasting en ik wil leren nee te zeggen zonder schuld.
K01991,2025-06-24,55-64,F,professional_services,large,manager,nl,Zuid-Holland,persoonlijk leiderschap,,self-direction|decision-making|ownership-taking,want:leadership_dev|style:directive|want:self_insight,0.4149,0.7245,0.4679,0.4567,0.6897,0.7441,0.7942,0.6505,high,Na decennia in dienst van anderen wil ik eindelijk mijn eigen richting bepalen en volverantwoordelijkheid nemen voor mijn keuzes in plaats van reactief te werken.
K01992,2025-03-10,35-44,M,tech,large,employee,nl,Zeeland,persoonlijk leiderschap,samenwerken,energy-management|conflict-handling|value-alignment,style:same-sector|want:collaboration|style:challenging,0.4589,0.6245,0.6449,0.5437,0.365,0.236,0.4834,0.7682,high,In mijn techteam loop ik tegen conflicten aan en voel ik mijn energie wegvloeien; ik wil beter begrijpen wat mijn waarden zijn en hoe ik ze in samenwerking kan behouden.
K01993,2025-08-26,35-44,M,tech,large,employee,nl,Noord-Holland,emotieregulatie,,rumination-reduction|calming-techniques|emotion-awareness,want:emotion_reg|want:self_insight,0.2744,0.6093,0.6958,0.041,0.5874,0.1863,0.9814,0.6303,med,Ik zit vast in herkauwende gedachten en voelme emotioneel instabiel; ik wil concrete technieken leren om mezelf beter te begrijpen en te kalmeren.
K01994,2025-10-24,55-64,F,insurance_finance,medium,employee,nl,Utrecht,communicatie,persoonlijk leiderschap,self-direction|energy-management|feedback-skills,want:communication|want:self_insight|want:leadership_dev,0.4111,0.3635,0.4316,0.405,0.3408,0.1637,0.7637,0.4546,med,Ik merk dat ik niet goed feedback geef en mijn energie verbruikt in onduidelijke communicatie; ik wil dit aanpakken voor betere relaties en duidelijker leiderschap.
K01995,2025-04-07,35-44,M,professional_services,large,employee,nl|en,Gelderland,zelfvertrouwen,communicatie,difficult-conversations|speaking-up|imposter-feelings,style:directive|style:same-sector,0.2609,0.6122,0.4716,0.4729,0.6676,0.6457,0.4528,0.4643,low,In moeilijke gesprekken word ik stil en twijfel ik aan mezelf; ik wil meer zelfvertrouwen opbouwen om mijn stem beter te gebruiken in mijn professionele omgeving.
K01996,2025-05-16,45-54,F,zorg,medium,employee,nl,Utrecht,persoonlijk leiderschap,balans werk/prive,time-management|energy-management,want:balance,0.2813,0.4632,0.3327,0.2717,0.7216,0.6328,0.6665,0.5823,low,De zorg eist veel en ik voel dat werk en privé steeds meer door elkaar lopen; ik wil structuur aanbrengen zodat ik niet helemaal opgebrand raak.
K01997,2025-03-16,35-44,M,transport_logistics,medium,employee,nl,Noord-Brabant,stress,persoonlijk leiderschap,ownership-taking|boundary-setting|value-alignment,want:stress_resilience|want:leadership_dev,0.2176,0.4782,0.4682,0.5173,0.2054,0.6529,0.5184,0.1408,low,Ik merk dat ik veel stress voel doordat ik niet goed grenzen stel en mijn eigen waarden ondergeschikt maak; ik wil meer eigenaarschap nemen over mijn keuzes.
K01998,2025-04-02,35-44,M,professional_services,large,employee,nl,Noord-Holland,zelfvertrouwen,emotieregulatie,visibility|emotion-awareness,want:emotion_reg|want:self_insight,0.901,0.9114,0.666,0.4459,0.7326,0.9199,0.5528,0.5032,med,Ik ben voorzichtig met mezelf laten zien en merk dat dit mijn zelfvertrouwen aantast; ik wil beter begrijpen wat mij tegenhoudt en meer zichtbaar durven zijn.
K01999,2025-07-22,25-34,F,public,medium,employee,nl,Gelderland,zelfvertrouwen,loopbaan,self-worth|visibility,style:structured,0.2972,0.7292,0.4174,0.8628,0.407,0.7334,0.7369,0.7413,high,Ik ben jong en voel me onzeker over mijn waarde; ik wil mijn talenten beter zien en mezelf durven tonen om mijn loopbaan met meer zekerheid in te richten.
K02000,2025-05-14,35-44,M,public,large,employee,nl|en,Flevoland,loopbaan,,career-switch|direction-clarity|transition-planning,want:career_dev|style:challenging,0.7463,0.794,0.3507,0.7503,0.4227,0.6093,0.3802,0.6918,med,Na jaren in de publieke sector voel ik dat dit niet meer bij mij past; ik wil duidelijkheid over wat ik écht wil en een plan voor een verantwoorde overstap.
K02001,2025-06-09,35-44,F,transport_logistics,large,employee,nl|en,Zuid-Holland,zelfvertrouwen,persoonlijk leiderschap,energy-management|limiting-beliefs|value-alignment,style:same-sector|want:confidence|want:balance,0.5314,0.5041,0.245,0.6183,0.3445,0.3614,0.3385,0.7006,low,Ik zit in een patroon van self-doubt en overwerk dat mijn waarden ondermijnt; ik wil mijn energie beter sturen en geloven in wat ik kan.
K02002,2025-03-09,35-44,F,public,large,employee,nl,Zuid-Holland,balans werk/prive,,boundary-setting|role-conflict|energy-management|recovery-routines,want:balance|want:assertiveness,0.6183,0.0343,0.8258,0.4637,0.1021,0.221,0.2288,0.6963,low,Mijn werk neemt alles in beslag en ik ben voortdurend uitgeput; ik wil duidelijke grenzen stellen en leren hoe ik echt kan herstellen.
K02003,2025-04-07,35-44,F,professional_services,medium,manager,nl,Limburg,communicatie,stress,feedback-skills|nonviolent-communication,style:experienced|style:challenging|want:communication,0.3122,0.3571,0.555,0.4744,0.3388,0.2953,0.5244,0.2296,high,Mijn team loopt tegen communicatieproblemen aan die stress veroorzaken; ik wil beter feedback geven en conflicten voorkomen door helderder te spreken.
K02004,2025-05-26,25-34,F,zorg,medium,employee,nl,Noord-Brabant,communicatie,,nonviolent-communication|difficult-conversations|listening,want:communication|style:directive,0.3505,0.5652,0.901,0.1607,0.4454,0.2244,0.4893,0.1429,low,In mijn zorgwerk merk ik dat moeilijke gesprekken mij afschrikken; ik wil leren hoe ik respectvol en direct kan communiceren met patiënten en collega's.
K02005,2025-06-08,25-34,F,insurance_finance,small,manager,nl,Gelderland,emotieregulatie,,emotion-awareness|trigger-management|rumination-reduction,want:self_insight|want:emotion_reg,0.3329,0.8507,0.4658,0.7907,0.8546,0.2886,0.4973,0.8698,low,"Ik word snel getriggerd en val daarna in herkauwing, wat mijn werk als manager beïnvloedt; ik wil beter begrijpen wat mijn reacties veroorzaakt."
K02006,2025-03-18,25-34,F,transport_logistics,medium,employee,nl,Zuid-Holland,persoonlijk leiderschap,,ownership-taking|self-direction,want:leadership_dev|want:self_insight,0.7685,0.1902,0.1273,0.7345,0.8198,0.2196,0.5076,0.0732,low,Ik wil niet langer in een reactieve rol zitten en meer eigenaarschap nemen over mijn carrière en dagelijkse werk in transport & logistics.
K02007,2025-10-18,25-34,M,transport_logistics,large,employee,nl,Overijssel,zelfonderzoek,zelfvertrouwen,identity-clarity|visibility|values-mapping|self-worth,style:challenging|style:flexible,0.4568,0.8865,0.8212,0.6254,0.5857,0.2196,0.3837,0.2637,high,"Ik ben bij een transportbedrijf gaan werken en merk dat ik mezelf onderuit haal door twijfels over mijn eigen waarde. Ik wil duidelijk krijgen wie ik ben en waar ik echt voor sta, zodat ik met meer zekerheid kan optreden."
K02008,2025-09-07,25-34,M,zorg,large,employee,nl,Zuid-Holland,zelfonderzoek,persoonlijk leiderschap,pattern-awareness|value-alignment|limiting-beliefs,want:confidence|style:directive|style:flexible,0.6832,0.2014,0.5655,0.6934,0.762,0.5882,0.8539,0.1443,med,"In mijn zorgtaken merk ik dat bepaalde patronen me tegenwerken, en ik voel dat mijn persoonlijke waarden niet helemaal aansluiten op hoe ik handelen. Ik wil mijn eigen leiderschap beter begrijpen."
K02009,2025-02-27,35-44,F,insurance_finance,medium,employee,nl,Noord-Brabant,leiderschap,balans werk/prive,time-management|decision-making|difficult-conversations,want:communication|style:experienced|want:leadership_dev,0.2482,0.5768,0.5027,0.6863,0.3028,0.5953,0.7475,0.1818,med,"Als financieel medewerker ben ik voortdurend bezig met werk, terwijl mijn privéleven eronder lijdt. Ik wil beter leren prioriteren en ook lastige gesprekken durven voeren over mijn tijd."
K02010,2025-10-08,35-44,F,transport_logistics,medium,employee,nl|en,Noord-Brabant,stress,,calming-techniques|boundary-setting|workload-negotiation|saying-no,want:emotion_reg|style:supportive,0.775,0.6146,0.5711,0.6936,0.5404,0.3317,0.8777,0.5595,low,Het werk in transport vraagt veel van me en ik merk dat ik moeite heb grenzen te stellen. Ik zoek manieren om beter om te gaan met druk en vaker 'nee' te durven zeggen.
K02011,2025-01-22,45-54,F,transport_logistics,large,employee,nl,Gelderland,stress,,calming-techniques|perfectionism,style:challenging|want:stress_resilience,0.7531,0.1767,0.864,0.69,0.2846,0.2148,0.2697,0.8813,med,"Na jaren in transport voel ik de spanning in mijn lichaam groeien, vooral doordat ik alles perfect wil doen. Ik wil leren ontspannen en mijn perfectionism los te laten."
K02012,2025-08-04,25-34,F,insurance_finance,large,employee,nl,Noord-Brabant,samenwerken,zelfvertrouwen,team-roles|imposter-feelings|speaking-up|alignment,want:self_insight,0.6941,0.5302,0.3236,0.6569,0.7947,0.7352,0.3741,0.621,high,"In mijn team bij een verzekeraar voel ik me onzeker over mijn plek en durf ik niet goed mijn mening te geven, hoewel ik weet dat ik iets toe te voegen heb. Dit wil ik veranderen."
